Occupation,Total,16-19,20-24,25-34,35-44,45-54,55-64,65<=,Median age,Year,Major Group,Minor Group,Broad Group,Detailed Occupation
"shipping, receiving, and inventory clerks",563.0,16.0,57.0,132.0,98.0,125.0,102.0,32.0,42.6,2019,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",563.0,16.0,57.0,132.0,98.0,125.0,102.0,32.0,42.6,2019,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",578.0,13.0,70.0,134.0,131.0,108.0,102.0,20.0,40.7,2018,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",578.0,13.0,70.0,134.0,131.0,108.0,102.0,20.0,40.7,2018,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",623.0,9.0,79.0,147.0,141.0,113.0,114.0,20.0,41,2017,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",623.0,9.0,79.0,147.0,141.0,113.0,114.0,20.0,41,2017,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",546.0,24.0,72.0,141.0,81.0,111.0,99.0,19.0,39.9,2016,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",546.0,24.0,72.0,141.0,81.0,111.0,99.0,19.0,39.9,2016,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",575.0,11.0,78.0,145.0,110.0,117.0,91.0,22.0,40.4,2015,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",575.0,11.0,78.0,145.0,110.0,117.0,91.0,22.0,40.4,2015,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",606.0,13.0,69.0,151.0,114.0,130.0,102.0,29.0,41.5,2014,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",606.0,13.0,69.0,151.0,114.0,130.0,102.0,29.0,41.5,2014,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",563.0,10.0,81.0,120.0,107.0,141.0,86.0,18.0,41.1,2013,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",563.0,10.0,81.0,120.0,107.0,141.0,86.0,18.0,41.1,2013,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",527.0,11.0,74.0,126.0,112.0,116.0,71.0,16.0,39.6,2012,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",527.0,11.0,74.0,126.0,112.0,116.0,71.0,16.0,39.6,2012,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",559.0,15.0,64.0,132.0,130.0,133.0,70.0,14.0,40,2011,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",559.0,15.0,64.0,132.0,130.0,133.0,70.0,14.0,40,2011,43-0000,43-5000,43-5070,43-5071
"weighers, measurers, checkers, and samplers, recordkeeping",49.0,1.0,7.0,11.0,11.0,6.0,11.0,2.0,-,2021,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",49.0,1.0,7.0,11.0,11.0,6.0,11.0,2.0,-,2021,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",58.0,0.0,7.0,12.0,13.0,13.0,13.0,1.0,41.9,2020,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",58.0,0.0,7.0,12.0,13.0,13.0,13.0,1.0,41.9,2020,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",66.0,2.0,2.0,10.0,16.0,17.0,15.0,3.0,46.8,2019,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",66.0,2.0,2.0,10.0,16.0,17.0,15.0,3.0,46.8,2019,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",56.0,0.0,9.0,13.0,9.0,10.0,9.0,6.0,41.7,2018,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",56.0,0.0,9.0,13.0,9.0,10.0,9.0,6.0,41.7,2018,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",52.0,3.0,4.0,13.0,12.0,6.0,10.0,4.0,41.6,2017,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",52.0,3.0,4.0,13.0,12.0,6.0,10.0,4.0,41.6,2017,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",51.0,0.0,4.0,10.0,7.0,15.0,12.0,1.0,47.2,2016,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",51.0,0.0,4.0,10.0,7.0,15.0,12.0,1.0,47.2,2016,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",72.0,1.0,7.0,18.0,17.0,17.0,11.0,0.0,39.8,2015,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",72.0,1.0,7.0,18.0,17.0,17.0,11.0,0.0,39.8,2015,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",75.0,1.0,7.0,21.0,13.0,18.0,14.0,2.0,41.8,2014,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",75.0,1.0,7.0,21.0,13.0,18.0,14.0,2.0,41.8,2014,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",84.0,1.0,4.0,16.0,15.0,22.0,21.0,3.0,46.5,2013,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",84.0,1.0,4.0,16.0,15.0,22.0,21.0,3.0,46.5,2013,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",74.0,1.0,8.0,22.0,20.0,11.0,10.0,1.0,37.9,2012,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",74.0,1.0,8.0,22.0,20.0,11.0,10.0,1.0,37.9,2012,43-0000,43-5000,43-5110,43-5111
"weighers, measurers, checkers, and samplers, recordkeeping",70.0,2.0,2.0,17.0,14.0,14.0,17.0,4.0,44.9,2011,43-0000,43-5000,43-5110,-
"weighers, measurers, checkers, and samplers, recordkeeping",70.0,2.0,2.0,17.0,14.0,14.0,17.0,4.0,44.9,2011,43-0000,43-5000,43-5110,43-5111
data entry keyers,220.0,6.0,37.0,59.0,40.0,35.0,32.0,12.0,37.4,2021,43-0000,43-9000,43-9020,43-9021
data entry keyers,228.0,7.0,24.0,56.0,51.0,33.0,39.0,17.0,40.8,2020,43-0000,43-9000,43-9020,43-9021
data entry keyers,250.0,7.0,27.0,56.0,62.0,42.0,44.0,12.0,41.1,2019,43-0000,43-9000,43-9020,43-9021
data entry keyers,270.0,2.0,25.0,65.0,57.0,61.0,47.0,13.0,42.7,2018,43-0000,43-9000,43-9020,43-9021
data entry keyers,267.0,5.0,37.0,68.0,46.0,47.0,52.0,12.0,40.5,2017,43-0000,43-9000,43-9020,43-9021
data entry keyers,272.0,9.0,42.0,71.0,50.0,50.0,39.0,10.0,38.4,2016,43-0000,43-9000,43-9020,43-9021
data entry keyers,281.0,7.0,34.0,75.0,52.0,50.0,45.0,19.0,40.4,2015,43-0000,43-9000,43-9020,43-9021
data entry keyers,292.0,7.0,30.0,71.0,53.0,67.0,50.0,15.0,41.4,2014,43-0000,43-9000,43-9020,43-9021
data entry keyers,307.0,8.0,39.0,60.0,68.0,62.0,59.0,12.0,41.9,2013,43-0000,43-9000,43-9020,43-9021
data entry keyers,337.0,9.0,40.0,88.0,58.0,80.0,54.0,9.0,40.4,2012,43-0000,43-9000,43-9020,43-9021
data entry keyers,334.0,6.0,31.0,91.0,75.0,80.0,40.0,10.0,40,2011,43-0000,43-9000,43-9020,43-9021
word processors and typists,37.0,0.0,2.0,4.0,9.0,8.0,7.0,8.0,-,2021,43-0000,43-9000,43-9020,43-9022
word processors and typists,44.0,0.0,3.0,7.0,6.0,9.0,13.0,7.0,-,2020,43-0000,43-9000,43-9020,43-9022
word processors and typists,57.0,2.0,6.0,13.0,11.0,7.0,14.0,4.0,43.1,2019,43-0000,43-9000,43-9020,43-9022
word processors and typists,67.0,3.0,7.0,12.0,11.0,11.0,17.0,8.0,45.9,2018,43-0000,43-9000,43-9020,43-9022
word processors and typists,94.0,1.0,8.0,16.0,18.0,14.0,28.0,8.0,46.9,2017,43-0000,43-9000,43-9020,43-9022
word processors and typists,82.0,1.0,7.0,11.0,19.0,23.0,17.0,5.0,46.8,2016,43-0000,43-9000,43-9020,43-9022
word processors and typists,103.0,2.0,7.0,15.0,20.0,21.0,28.0,11.0,49.2,2015,43-0000,43-9000,43-9020,43-9022
word processors and typists,101.0,2.0,11.0,20.0,24.0,20.0,17.0,7.0,43.8,2014,43-0000,43-9000,43-9020,43-9022
word processors and typists,101.0,2.0,7.0,20.0,17.0,24.0,22.0,10.0,48.4,2013,43-0000,43-9000,43-9020,43-9022
word processors and typists,119.0,1.0,7.0,24.0,23.0,34.0,23.0,7.0,46.3,2012,43-0000,43-9000,43-9020,43-9022
word processors and typists,136.0,2.0,9.0,22.0,28.0,37.0,29.0,9.0,46.5,2011,43-0000,43-9000,43-9020,43-9022
desktop publishers,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,2021,43-0000,43-9000,43-9030,-
desktop publishers,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,2021,43-0000,43-9000,43-9030,43-9031
desktop publishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2020,43-0000,43-9000,43-9030,-
desktop publishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2020,43-0000,43-9000,43-9030,43-9031
desktop publishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2019,43-0000,43-9000,43-9030,-
desktop publishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2019,43-0000,43-9000,43-9030,43-9031
desktop publishers,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,2018,43-0000,43-9000,43-9030,-
desktop publishers,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,2018,43-0000,43-9000,43-9030,43-9031
desktop publishers,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-,2017,43-0000,43-9000,43-9030,-
desktop publishers,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-,2017,43-0000,43-9000,43-9030,43-9031
desktop publishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2016,43-0000,43-9000,43-9030,-
desktop publishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2016,43-0000,43-9000,43-9030,43-9031
desktop publishers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,2015,43-0000,43-9000,43-9030,-
desktop publishers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,2015,43-0000,43-9000,43-9030,43-9031
desktop publishers,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-,2014,43-0000,43-9000,43-9030,-
desktop publishers,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-,2014,43-0000,43-9000,43-9030,43-9031
desktop publishers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,2013,43-0000,43-9000,43-9030,-
desktop publishers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,2013,43-0000,43-9000,43-9030,43-9031
desktop publishers,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-,2012,43-0000,43-9000,43-9030,-
desktop publishers,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-,2012,43-0000,43-9000,43-9030,43-9031
desktop publishers,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-,2011,43-0000,43-9000,43-9030,-
desktop publishers,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-,2011,43-0000,43-9000,43-9030,43-9031
insurance claims and policy processing clerks,257.0,4.0,20.0,78.0,56.0,41.0,47.0,11.0,40.6,2021,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,257.0,4.0,20.0,78.0,56.0,41.0,47.0,11.0,40.6,2021,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,236.0,1.0,21.0,56.0,55.0,39.0,49.0,14.0,43.5,2020,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,236.0,1.0,21.0,56.0,55.0,39.0,49.0,14.0,43.5,2020,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,269.0,5.0,20.0,84.0,50.0,51.0,51.0,8.0,40.7,2019,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,269.0,5.0,20.0,84.0,50.0,51.0,51.0,8.0,40.7,2019,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,244.0,1.0,20.0,66.0,52.0,51.0,43.0,11.0,41.6,2018,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,244.0,1.0,20.0,66.0,52.0,51.0,43.0,11.0,41.6,2018,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,237.0,0.0,19.0,63.0,54.0,52.0,39.0,9.0,41.6,2017,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,237.0,0.0,19.0,63.0,54.0,52.0,39.0,9.0,41.6,2017,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,273.0,2.0,17.0,84.0,46.0,55.0,55.0,14.0,42.6,2016,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,273.0,2.0,17.0,84.0,46.0,55.0,55.0,14.0,42.6,2016,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,287.0,1.0,23.0,76.0,62.0,59.0,53.0,12.0,42.3,2015,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,287.0,1.0,23.0,76.0,62.0,59.0,53.0,12.0,42.3,2015,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,288.0,3.0,22.0,62.0,72.0,68.0,50.0,12.0,43.7,2014,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,288.0,3.0,22.0,62.0,72.0,68.0,50.0,12.0,43.7,2014,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,287.0,2.0,28.0,72.0,62.0,72.0,42.0,10.0,41.5,2013,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,287.0,2.0,28.0,72.0,62.0,72.0,42.0,10.0,41.5,2013,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,230.0,0.0,17.0,70.0,41.0,60.0,34.0,7.0,41.6,2012,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,230.0,0.0,17.0,70.0,41.0,60.0,34.0,7.0,41.6,2012,43-0000,43-9000,43-9040,43-9041
insurance claims and policy processing clerks,246.0,2.0,19.0,66.0,51.0,62.0,42.0,4.0,41.7,2011,43-0000,43-9000,43-9040,-
insurance claims and policy processing clerks,246.0,2.0,19.0,66.0,51.0,62.0,42.0,4.0,41.7,2011,43-0000,43-9000,43-9040,43-9041
"mail clerks and mail machine operators, except postal service",53.0,3.0,8.0,13.0,6.0,8.0,11.0,4.0,40.1,2021,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",53.0,3.0,8.0,13.0,6.0,8.0,11.0,4.0,40.1,2021,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",62.0,3.0,7.0,8.0,12.0,15.0,11.0,5.0,46.5,2020,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",62.0,3.0,7.0,8.0,12.0,15.0,11.0,5.0,46.5,2020,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",68.0,1.0,10.0,19.0,10.0,13.0,9.0,5.0,38.5,2019,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",68.0,1.0,10.0,19.0,10.0,13.0,9.0,5.0,38.5,2019,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",63.0,2.0,5.0,13.0,10.0,17.0,11.0,6.0,44.1,2018,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",63.0,2.0,5.0,13.0,10.0,17.0,11.0,6.0,44.1,2018,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",61.0,4.0,7.0,9.0,11.0,17.0,10.0,4.0,44.3,2017,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",61.0,4.0,7.0,9.0,11.0,17.0,10.0,4.0,44.3,2017,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",77.0,3.0,9.0,15.0,14.0,14.0,18.0,5.0,43.9,2016,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",77.0,3.0,9.0,15.0,14.0,14.0,18.0,5.0,43.9,2016,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",81.0,2.0,10.0,10.0,10.0,21.0,24.0,4.0,49.6,2015,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",81.0,2.0,10.0,10.0,10.0,21.0,24.0,4.0,49.6,2015,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",79.0,2.0,13.0,15.0,13.0,15.0,18.0,3.0,42.2,2014,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",79.0,2.0,13.0,15.0,13.0,15.0,18.0,3.0,42.2,2014,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",75.0,1.0,6.0,9.0,12.0,19.0,22.0,7.0,50,2013,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",75.0,1.0,6.0,9.0,12.0,19.0,22.0,7.0,50,2013,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",81.0,2.0,11.0,9.0,12.0,18.0,21.0,9.0,49.9,2012,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",81.0,2.0,11.0,9.0,12.0,18.0,21.0,9.0,49.9,2012,43-0000,43-9000,43-9050,43-9051
"mail clerks and mail machine operators, except postal service",93.0,4.0,14.0,16.0,13.0,24.0,13.0,10.0,43.7,2011,43-0000,43-9000,43-9050,-
"mail clerks and mail machine operators, except postal service",93.0,4.0,14.0,16.0,13.0,24.0,13.0,10.0,43.7,2011,43-0000,43-9000,43-9050,43-9051
"office clerks, general",1249.0,40.0,141.0,252.0,224.0,240.0,243.0,109.0,42.8,2021,43-0000,43-9000,43-9060,-
"office clerks, general",1249.0,40.0,141.0,252.0,224.0,240.0,243.0,109.0,42.8,2021,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1227.0,31.0,136.0,258.0,218.0,221.0,245.0,116.0,43.8,2020,43-0000,43-9000,43-9060,-
"office clerks, general",1227.0,31.0,136.0,258.0,218.0,221.0,245.0,116.0,43.8,2020,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1355.0,54.0,174.0,301.0,222.0,237.0,263.0,105.0,42.2,2019,43-0000,43-9000,43-9060,-
"office clerks, general",1355.0,54.0,174.0,301.0,222.0,237.0,263.0,105.0,42.2,2019,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1309.0,48.0,150.0,255.0,235.0,256.0,252.0,114.0,43.8,2018,43-0000,43-9000,43-9060,-
"office clerks, general",1309.0,48.0,150.0,255.0,235.0,256.0,252.0,114.0,43.8,2018,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1271.0,42.0,152.0,249.0,221.0,259.0,253.0,95.0,43.5,2017,43-0000,43-9000,43-9060,-
"office clerks, general",1271.0,42.0,152.0,249.0,221.0,259.0,253.0,95.0,43.5,2017,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1295.0,48.0,167.0,258.0,197.0,271.0,259.0,95.0,43.4,2016,43-0000,43-9000,43-9060,-
"office clerks, general",1295.0,48.0,167.0,258.0,197.0,271.0,259.0,95.0,43.4,2016,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1288.0,57.0,173.0,255.0,219.0,256.0,245.0,84.0,42.2,2015,43-0000,43-9000,43-9060,-
"office clerks, general",1288.0,57.0,173.0,255.0,219.0,256.0,245.0,84.0,42.2,2015,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1230.0,51.0,140.0,225.0,214.0,276.0,238.0,86.0,44.3,2014,43-0000,43-9000,43-9060,-
"office clerks, general",1230.0,51.0,140.0,225.0,214.0,276.0,238.0,86.0,44.3,2014,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1184.0,41.0,135.0,237.0,227.0,257.0,202.0,85.0,42.7,2013,43-0000,43-9000,43-9060,-
"office clerks, general",1184.0,41.0,135.0,237.0,227.0,257.0,202.0,85.0,42.7,2013,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1103.0,45.0,147.0,220.0,192.0,261.0,172.0,66.0,41.6,2012,43-0000,43-9000,43-9060,-
"office clerks, general",1103.0,45.0,147.0,220.0,192.0,261.0,172.0,66.0,41.6,2012,43-0000,43-9000,43-9060,43-9061
"office clerks, general",1061.0,46.0,124.0,211.0,198.0,255.0,168.0,61.0,42.2,2011,43-0000,43-9000,43-9060,-
"office clerks, general",1061.0,46.0,124.0,211.0,198.0,255.0,168.0,61.0,42.2,2011,43-0000,43-9000,43-9060,43-9061
"office machine operators, except computer",27.0,4.0,6.0,8.0,5.0,1.0,3.0,1.0,-,2021,43-0000,43-9000,43-9070,-
"office machine operators, except computer",27.0,4.0,6.0,8.0,5.0,1.0,3.0,1.0,-,2021,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",22.0,2.0,5.0,4.0,2.0,2.0,6.0,1.0,-,2020,43-0000,43-9000,43-9070,-
"office machine operators, except computer",22.0,2.0,5.0,4.0,2.0,2.0,6.0,1.0,-,2020,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",32.0,2.0,5.0,8.0,6.0,4.0,6.0,2.0,-,2019,43-0000,43-9000,43-9070,-
"office machine operators, except computer",32.0,2.0,5.0,8.0,6.0,4.0,6.0,2.0,-,2019,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",24.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,-,2018,43-0000,43-9000,43-9070,-
"office machine operators, except computer",24.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,-,2018,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",33.0,3.0,4.0,4.0,5.0,7.0,5.0,4.0,-,2017,43-0000,43-9000,43-9070,-
"office machine operators, except computer",33.0,3.0,4.0,4.0,5.0,7.0,5.0,4.0,-,2017,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",35.0,2.0,9.0,6.0,4.0,8.0,5.0,1.0,-,2016,43-0000,43-9000,43-9070,-
"office machine operators, except computer",35.0,2.0,9.0,6.0,4.0,8.0,5.0,1.0,-,2016,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",37.0,1.0,4.0,7.0,6.0,13.0,5.0,1.0,-,2015,43-0000,43-9000,43-9070,-
"office machine operators, except computer",37.0,1.0,4.0,7.0,6.0,13.0,5.0,1.0,-,2015,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",39.0,2.0,4.0,9.0,4.0,11.0,7.0,2.0,-,2014,43-0000,43-9000,43-9070,-
"office machine operators, except computer",39.0,2.0,4.0,9.0,4.0,11.0,7.0,2.0,-,2014,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",41.0,0.0,5.0,12.0,4.0,10.0,10.0,1.0,-,2013,43-0000,43-9000,43-9070,-
"office machine operators, except computer",41.0,0.0,5.0,12.0,4.0,10.0,10.0,1.0,-,2013,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",46.0,2.0,8.0,10.0,6.0,9.0,9.0,2.0,-,2012,43-0000,43-9000,43-9070,-
"office machine operators, except computer",46.0,2.0,8.0,10.0,6.0,9.0,9.0,2.0,-,2012,43-0000,43-9000,43-9070,43-9071
"office machine operators, except computer",45.0,1.0,6.0,11.0,6.0,14.0,6.0,2.0,-,2011,43-0000,43-9000,43-9070,-
"office machine operators, except computer",45.0,1.0,6.0,11.0,6.0,14.0,6.0,2.0,-,2011,43-0000,43-9000,43-9070,43-9071
proofreaders and copy markers,10.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,-,2021,43-0000,43-9000,43-9080,-
proofreaders and copy markers,10.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,-,2021,43-0000,43-9000,43-9080,43-9081
proofreaders and copy markers,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,-,2020,43-0000,43-9000,43-9080,-
proofreaders and copy markers,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,-,2020,43-0000,43-9000,43-9080,43-9081
proofreaders and copy markers,7.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,-,2019,43-0000,43-9000,43-9080,-
proofreaders and copy markers,7.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,-,2019,43-0000,43-9000,43-9080,43-9081
proofreaders and copy markers,11.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,-,2018,43-0000,43-9000,43-9080,-
proofreaders and copy markers,11.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,-,2018,43-0000,43-9000,43-9080,43-9081
proofreaders and copy markers,10.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,-,2017,43-0000,43-9000,43-9080,-
proofreaders and copy markers,10.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,-,2017,43-0000,43-9000,43-9080,43-9081
proofreaders and copy markers,12.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,-,2016,43-0000,43-9000,43-9080,-
proofreaders and copy markers,12.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,-,2016,43-0000,43-9000,43-9080,43-9081
proofreaders and copy markers,8.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,-,2015,43-0000,43-9000,43-9080,-
proofreaders and copy markers,8.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,-,2015,43-0000,43-9000,43-9080,43-9081
